SMILES,C_log_index,DFT C NMR,ML C NMR,exp_result,DFT H NMR,H_log_index,ML H NMR,name,regio,predicted_y
c1ccc2c(c1)nc(s2)c1occc1,1,124.9547,125.74,0,7.2216,15,7.4,comp469,16.6063,0
c1ccc2c(c1)nc(s2)c1occc1,2,123.4303,124.8,0,7.114,16,7.23,comp469,15.8298,0
c1ccc2c(c1)nc(s2)c1occc1,3,120.23899999999999,122.33,0,7.5742,17,7.72,comp469,16.3382,0
c1ccc2c(c1)nc(s2)c1occc1,6,123.6247,122.65,0,7.8298,18,7.75,comp469,15.2553,0
c1ccc2c(c1)nc(s2)c1occc1,12,141.8903,144.81,1,7.176,19,7.5,comp469,5.0468,1
c1ccc2c(c1)nc(s2)c1occc1,13,112.65100000000001,112.06,0,6.3563,20,6.49,comp469,0.0,0
c1ccc2c(c1)nc(s2)c1occc1,14,111.0412,110.77,0,7.1486,21,7.41,comp469,10.4743,0
c1ncc(nc1N)OC,1,119.1035,123.02,1,7.2148,10,7.89,comp211,0.0409,1
c1ncc(nc1N)OC,3,122.9897,123.77,1,7.3933,11,7.49,comp211,0.0,1
Nc1ncc(nc1)c1ccc(cc1)S(=O)(=O)C,4,139.8883,139.97,0,8.2659,20,7.95,comp196,36.7429,0
Nc1ncc(nc1)c1ccc(cc1)S(=O)(=O)C,7,128.5771,129.64,1,7.7047,21,8.25,comp196,0.0,1
Nc1ncc(nc1)c1ccc(cc1)S(=O)(=O)C,9,126.7851,126.47,0,8.1528,22,7.66,comp196,21.5447,0
Nc1ncc(nc1)c1ccc(cc1)S(=O)(=O)C,10,128.2742,127.78,0,7.7357,23,7.63,comp196,32.4181,0
Nc1ncc(nc1)c1ccc(cc1)S(=O)(=O)C,12,127.6773,127.7,0,7.6947,24,7.55,comp196,32.7278,0
Nc1ncc(nc1)c1ccc(cc1)S(=O)(=O)C,13,122.9331,128.49,0,7.5814,25,8.16,comp196,21.5019,0
c1c(nc(nc1Cl)c1ccco1)n1nccc1,1,104.0203,104.52,0,7.4492,18,8.15,comp475,18.0792,0
c1c(nc(nc1Cl)c1ccco1)n1nccc1,9,117.2143,114.27,0,7.3578,19,7.31,comp475,13.0278,0
c1c(nc(nc1Cl)c1ccco1)n1nccc1,10,112.3568,112.53,0,6.334,20,6.46,comp475,1.9301,0
c1c(nc(nc1Cl)c1ccco1)n1nccc1,11,144.00799999999995,145.66,1,7.2785,21,7.57,comp475,7.0921,1
c1c(nc(nc1Cl)c1ccco1)n1nccc1,15,142.0626,141.62,0,7.3926,22,7.68,comp475,12.5976,0
c1c(nc(nc1Cl)c1ccco1)n1nccc1,16,108.3677,107.69,0,6.2303,23,6.64,comp475,0.0,0
c1c(nc(nc1Cl)c1ccco1)n1nccc1,17,127.1227,129.99,0,8.5031,24,8.28,comp475,13.744000000000002,0
c1c(ccc(c2n(Cc3ccccc3)cnc2)c1)OC,1,116.3759,114.46,0,6.8473,21,6.82,comp127,5.4329,0
c1c(ccc(c2n(Cc3ccccc3)cnc2)c1)OC,3,107.45299999999999,113.78,0,6.0039,22,6.76,comp127,6.4823,0
c1c(ccc(c2n(Cc3ccccc3)cnc2)c1)OC,4,132.2811,129.56,0,6.1847,23,7.03,comp127,15.4003,0
c1c(ccc(c2n(Cc3ccccc3)cnc2)c1)OC,10,127.0279,127.45,0,6.6366,26,6.57,comp127,11.1534,0
c1c(ccc(c2n(Cc3ccccc3)cnc2)c1)OC,11,127.8102,128.65,0,6.9749,27,7.03,comp127,8.3737,0
c1c(ccc(c2n(Cc3ccccc3)cnc2)c1)OC,12,125.9674,127.2,0,6.8208,28,7.12,comp127,9.2168,0
c1c(ccc(c2n(Cc3ccccc3)cnc2)c1)OC,13,126.8036,128.43,0,6.6269,29,7.17,comp127,8.3329,0
c1c(ccc(c2n(Cc3ccccc3)cnc2)c1)OC,14,127.6865,127.23,0,6.2412,30,6.88,comp127,11.1434,0
c1c(ccc(c2n(Cc3ccccc3)cnc2)c1)OC,15,135.6168,138.0,0,7.2018,31,7.32,comp127,3.8569999999999998,0
c1c(ccc(c2n(Cc3ccccc3)cnc2)c1)OC,17,129.3346,125.84,1,6.6871,32,7.06,comp127,0.0,1
c1c(ccc(c2n(Cc3ccccc3)cnc2)c1)OC,18,129.5885,129.55,0,7.0047,33,7.03,comp127,15.4584,0
c1(nc2n(c(c1)c1ccccc1)nc(c2)c1ccccc1)C,6,105.8991,111.34,0,6.4677,23,7.19,comp115,17.4049,0
c1(nc2n(c(c1)c1ccccc1)nc(c2)c1ccccc1)C,8,128.1689,127.55,0,7.4593,24,7.61,comp115,21.4614,0
c1(nc2n(c(c1)c1ccccc1)nc(c2)c1ccccc1)C,9,127.5988,128.99,0,7.3768,25,7.45,comp115,15.7322,0
c1(nc2n(c(c1)c1ccccc1)nc(c2)c1ccccc1)C,10,129.9764,130.22,0,7.3738,26,7.54,comp115,19.7776,0
c1(nc2n(c(c1)c1ccccc1)nc(c2)c1ccccc1)C,11,126.9225,128.99,0,7.3892,27,7.45,comp115,15.7322,0
c1(nc2n(c(c1)c1ccccc1)nc(c2)c1ccccc1)C,12,131.3924,127.55,0,8.6254,28,7.61,comp115,21.4615,0
c1(nc2n(c(c1)c1ccccc1)nc(c2)c1ccccc1)C,15,93.3214,94.01,1,6.7936,29,6.66,comp115,0.0,1
c1(nc2n(c(c1)c1ccccc1)nc(c2)c1ccccc1)C,17,126.0981,127.26,0,7.7461,30,8.01,comp115,21.5533,0
c1(nc2n(c(c1)c1ccccc1)nc(c2)c1ccccc1)C,18,127.3753,129.43,0,7.2237,31,7.41,comp115,18.6701,0
c1(nc2n(c(c1)c1ccccc1)nc(c2)c1ccccc1)C,19,127.8214,129.87,0,7.1297,32,7.37,comp115,20.7286,0
c1(nc2n(c(c1)c1ccccc1)nc(c2)c1ccccc1)C,20,127.8876,129.43,0,7.2177,33,7.41,comp115,18.6702,0
c1(nc2n(c(c1)c1ccccc1)nc(c2)c1ccccc1)C,21,125.7291,127.26,0,8.2419,34,8.01,comp115,21.5534,0
n1ccc2c(c1OC)cco2,2,141.2108,140.69,0,7.7547,12,7.91,comp460,16.9759,0
n1ccc2c(c1OC)cco2,3,101.0465,102.6,0,6.7835,13,7.02,comp460,4.1077,0
n1ccc2c(c1OC)cco2,9,104.8101,104.93,1,6.6346,17,6.86,comp460,0.0,1
n1ccc2c(c1OC)cco2,10,141.5096,144.06,1,7.1471,18,7.34,comp460,2.4101,1
c1(cc(c2n(c1)ccn2)NC(=O)C)c1sc(cc1)Cl,2,106.2935,108.03,0,8.4409,20,8.48,comp176,6.6802,0
c1(cc(c2n(c1)ccn2)NC(=O)C)c1sc(cc1)Cl,6,112.7939,119.6,0,7.4966,21,8.04,comp176,8.9788,0
c1(cc(c2n(c1)ccn2)NC(=O)C)c1sc(cc1)Cl,7,111.6788,116.46,1,7.1255,22,7.44,comp176,0.0,1
c1(cc(c2n(c1)ccn2)NC(=O)C)c1sc(cc1)Cl,8,132.7902,131.71,0,7.1632,23,7.26,comp176,17.4736,0
c1(cc(c2n(c1)ccn2)NC(=O)C)c1sc(cc1)Cl,17,125.9106,126.45,0,6.6316,28,6.55,comp176,19.4653,0
c1(cc(c2n(c1)ccn2)NC(=O)C)c1sc(cc1)Cl,18,122.9489,123.54,0,6.9684,29,6.95,comp176,23.7948,0
c1cc(oc1)/C=C/C#N,1,112.4769,113.42,0,6.2316,10,6.39,comp452,0.0,0
c1cc(oc1)/C=C/C#N,2,115.2554,120.4,0,6.2705,11,6.61,comp452,3.7337,0
c1cc(oc1)/C=C/C#N,5,143.7453,145.27,1,7.1697,12,7.46,comp452,0.8257,1
c1cn2c(c(c1N1CCC(CC1)c1ccccc1)C#N)nnc2,1,110.2132,109.41,0,6.2026,24,6.54,comp150,10.8788,0
c1cn2c(c(c1N1CCC(CC1)c1ccccc1)C#N)nnc2,2,123.3707,126.42,0,7.4149,25,7.83,comp150,18.9054,0
c1cn2c(c(c1N1CCC(CC1)c1ccccc1)C#N)nnc2,14,127.6766,127.01,0,7.0985,35,7.22,comp150,6.2049,0
c1cn2c(c(c1N1CCC(CC1)c1ccccc1)C#N)nnc2,15,128.5106,128.64,0,7.1541,36,7.3,comp150,5.8881,0
c1cn2c(c(c1N1CCC(CC1)c1ccccc1)C#N)nnc2,16,126.339,126.32,0,7.1141,37,7.16,comp150,4.1418,0
c1cn2c(c(c1N1CCC(CC1)c1ccccc1)C#N)nnc2,17,128.2813,128.58,0,7.2078,38,7.29,comp150,5.7968,0
c1cn2c(c(c1N1CCC(CC1)c1ccccc1)C#N)nnc2,18,125.4135,126.85,0,7.0935,39,7.19,comp150,4.7683,0
c1cn2c(c(c1N1CCC(CC1)c1ccccc1)C#N)nnc2,23,131.4757,139.85,1,7.859,40,8.17,comp150,0.0,1
n1c(c(ncc1N)c1ccccc1)c1cn(c(=O)cc1)C(C)C,5,125.5253,126.7,1,7.5437,24,8.31,comp107,0.0,1
n1c(c(ncc1N)c1ccccc1)c1cn(c(=O)cc1)C(C)C,9,130.24200000000002,129.17,0,7.7304,27,7.22,comp107,22.2863,0
n1c(c(ncc1N)c1ccccc1)c1cn(c(=O)cc1)C(C)C,10,128.9708,127.88,0,7.3402,28,7.2,comp107,18.3834,0
n1c(c(ncc1N)c1ccccc1)c1cn(c(=O)cc1)C(C)C,11,126.4878,128.84,0,7.0252,29,7.35,comp107,21.0363,0
n1c(c(ncc1N)c1ccccc1)c1cn(c(=O)cc1)C(C)C,12,127.8117,128.26,0,7.0109,30,7.31,comp107,18.4011,0
n1c(c(ncc1N)c1ccccc1)c1cn(c(=O)cc1)C(C)C,13,129.9935,129.51,0,7.0753,31,7.5,comp107,22.2865,0
n1c(c(ncc1N)c1ccccc1)c1cn(c(=O)cc1)C(C)C,15,138.93,139.07,0,6.8837,32,7.36,comp107,35.9389,0
n1c(c(ncc1N)c1ccccc1)c1cn(c(=O)cc1)C(C)C,19,119.9529,122.0,0,6.2726,33,6.2,comp107,2.4706,0
n1c(c(ncc1N)c1ccccc1)c1cn(c(=O)cc1)C(C)C,20,138.3169,137.84,0,7.6608,34,7.15,comp107,35.0239,0
c1(ccc2n(c1)ccn2)c1cccnc1N1CCOCC1,2,122.5416,127.19,0,6.8877,22,7.35,comp182,22.4034,0
c1(ccc2n(c1)ccn2)c1cccnc1N1CCOCC1,3,120.053,116.75,0,7.4787,23,7.57,comp182,18.9252,0
c1(ccc2n(c1)ccn2)c1cccnc1N1CCOCC1,6,123.5084,122.92,0,8.3114,24,7.69,comp182,21.5863,0
c1(ccc2n(c1)ccn2)c1cccnc1N1CCOCC1,7,109.8729,115.13,1,7.1937,25,7.4,comp182,0.0,1
c1(ccc2n(c1)ccn2)c1cccnc1N1CCOCC1,8,135.7682,131.6,0,7.3898,26,7.17,comp182,16.9061,0
c1(ccc2n(c1)ccn2)c1cccnc1N1CCOCC1,11,138.9589,136.6,0,7.2706,27,7.48,comp182,38.9309,0
c1(ccc2n(c1)ccn2)c1cccnc1N1CCOCC1,12,114.7984,117.6,0,6.6359,28,7.12,comp182,11.6169,0
c1(ccc2n(c1)ccn2)c1cccnc1N1CCOCC1,13,146.1705,146.6,0,7.9525,29,8.12,comp182,35.7237,0
c1ccc2n(c1Cl)nc(c2C=O)c1ccco1,1,114.0067,118.29,0,6.727,18,7.19,comp476,18.4577,0
c1ccc2n(c1Cl)nc(c2C=O)c1ccco1,2,126.7859,125.23,0,7.0296,19,7.46,comp476,19.9138,0
c1ccc2n(c1Cl)nc(c2C=O)c1ccco1,3,119.0393,118.4,0,8.4285,20,8.52,comp476,15.085999999999999,0
c1ccc2n(c1Cl)nc(c2C=O)c1ccco1,14,112.0799,111.87,0,7.2112,22,7.37,comp476,8.5952,0
c1ccc2n(c1Cl)nc(c2C=O)c1ccco1,15,112.1142,111.45,0,6.3736,23,6.4,comp476,0.0,0
c1ccc2n(c1Cl)nc(c2C=O)c1ccco1,16,142.2649,144.81,1,7.2869,24,7.46,comp476,3.8528,1
c12c(occ1)cccn2,4,146.8288,148.2,0,7.4684,10,7.72,comp447,8.4972,0
c12c(occ1)cccn2,5,109.7668,104.0,1,6.7407,11,6.82,comp447,0.0,1
c12c(occ1)cccn2,6,116.4498,118.56,0,7.4126,12,7.62,comp447,20.5415,0
c12c(occ1)cccn2,7,116.9048,119.57,0,6.9141,13,7.25,comp447,10.9198,0
c12c(occ1)cccn2,8,145.4965,145.94,0,8.3352,14,8.14,comp447,19.5156,0
c1(cc(ccn1)N)N,2,88.2721,91.43,1,5.4115,9,6.78,comp220,0.0,1
c1(cc(ccn1)N)N,4,99.1101,101.08,1,5.6785,10,6.56,comp220,1.7489,1
c1(cc(ccn1)N)N,5,149.1125,148.43,0,7.4952,11,7.88,comp220,38.0072,0
c1ccc(o1)/C=C/C=C1C(=O)OC(OC1=O)(C)C,1,145.7306,144.26,1,7.3016,19,7.33,comp483,30.0,1
c1ccc(o1)/C=C/C=C1C(=O)OC(OC1=O)(C)C,2,112.8444,112.53,0,6.2575,20,6.39,comp483,0.0,0
c1ccc(o1)/C=C/C=C1C(=O)OC(OC1=O)(C)C,3,118.2198,114.26,0,6.4032,21,6.73,comp483,4.621,0
c1c(cc(nc1)OC)N,1,102.0637,102.37,1,5.8579,10,6.68,comp223,2.0341,1
c1c(cc(nc1)OC)N,3,91.8625,93.18,0,5.7382,11,6.45,comp223,0.0,0
c1c(cc(nc1)OC)N,6,147.4123,146.03,0,7.5586,12,7.92,comp223,36.482,0
c12c(occ1)cc(cn2)C(=O)OCC,4,149.7859,150.11,0,7.5616,15,7.78,comp448,12.6366,0
c12c(occ1)cc(cn2)C(=O)OCC,5,110.0767,105.23,1,6.7704,16,6.8,comp448,0.0,1
c12c(occ1)cc(cn2)C(=O)OCC,6,117.7607,120.96,0,8.0593,17,7.97,comp448,27.3148,0
c12c(occ1)cc(cn2)C(=O)OCC,8,148.9032,146.92,0,9.1531,18,8.71,comp448,27.4652,0
c1c(cc(nc1)N)C#N,1,113.8227,117.23,1,6.497000000000001,10,7.37,comp224,0.9689,1
c1c(cc(nc1)N)C#N,3,107.6373,112.51,0,6.2977,11,7.59,comp224,0.0,1
c1c(cc(nc1)N)C#N,6,149.4637,149.13,0,7.8987,12,8.11,comp224,38.654,0
c1cnc2c(c1)oc(n2)c1ccco1,1,117.4217,119.92,0,6.8973,15,7.26,comp442,14.9733,0
c1cnc2c(c1)oc(n2)c1ccco1,2,146.3002,146.02,0,8.321,16,8.13,comp442,22.2018,0
c1cnc2c(c1)oc(n2)c1ccco1,6,115.8022,118.13,0,7.4197,17,7.67,comp442,23.7973,0
c1cnc2c(c1)oc(n2)c1ccco1,11,117.0117,114.86,0,7.3675,18,7.27,comp442,13.4625,0
c1cnc2c(c1)oc(n2)c1ccco1,12,112.6769,111.87,0,6.4029,19,6.47,comp442,0.0,0
c1cnc2c(c1)oc(n2)c1ccco1,13,143.6587,147.82,1,7.2705,20,7.51,comp442,7.3721,1
c1cccc(=O)[nH]1,1,132.6919,133.43,0,6.7407,8,7.37,comp226,29.3296,0
c1cccc(=O)[nH]1,2,101.7795,108.27,1,5.6298,9,6.5,comp226,0.4262,1
c1cccc(=O)[nH]1,3,138.4576,141.86,0,6.9536,10,7.44,comp226,35.547,0
c1cccc(=O)[nH]1,4,123.0122,121.54,1,6.2649,11,6.53,comp226,0.0,1
c1nc(c(nc1)N)C(=O)N[C@@H](C)c1cc(c(cc1)F)F,1,128.5137,130.88,1,7.2726,21,8.03,comp194,0.0,1
c1nc(c(nc1)N)C(=O)N[C@@H](C)c1cc(c(cc1)F)F,6,146.2522,145.55,0,7.7568,22,8.14,comp194,32.3133,0
c1nc(c(nc1)N)C(=O)N[C@@H](C)c1cc(c(cc1)F)F,14,114.1299,114.66,0,7.0793,30,7.2,comp194,27.2629,0
c1nc(c(nc1)N)C(=O)N[C@@H](C)c1cc(c(cc1)F)F,17,116.9545,116.9,0,6.8632,31,7.06,comp194,24.4982,0
c1nc(c(nc1)N)C(=O)N[C@@H](C)c1cc(c(cc1)F)F,18,122.7457,122.71,0,6.8134,32,7.22,comp194,24.84,0
c1nc(c2c(c1)occ2c1ccccc1)OC,1,141.4365,140.74,0,7.79,18,7.91,comp459,14.0706,0
c1nc(c2c(c1)occ2c1ccccc1)OC,6,101.4748,102.89,0,6.8047,19,7.08,comp459,0.0226,0
c1nc(c2c(c1)occ2c1ccccc1)OC,8,138.6341,140.92,1,7.1868,20,7.67,comp459,0.0,1
c1nc(c2c(c1)occ2c1ccccc1)OC,11,131.388,127.09,0,7.7704,21,7.37,comp459,7.4801,0
c1nc(c2c(c1)occ2c1ccccc1)OC,12,127.1135,128.17,0,7.2829,22,7.38,comp459,6.8124,0
c1nc(c2c(c1)occ2c1ccccc1)OC,13,126.6228,127.37,0,7.1804,23,7.26,comp459,7.3072,0
c1nc(c2c(c1)occ2c1ccccc1)OC,14,127.1715,127.53,0,7.2244,24,7.33,comp459,6.7871,0
c1nc(c2c(c1)occ2c1ccccc1)OC,15,126.7819,128.37,0,7.3269,25,7.47,comp459,7.48,0
c1c(nc(nn1)c1ccco1)/C(=N/OC)/C,1,141.0572,140.65,0,9.3611,17,9.18,comp444,16.2352,0
c1c(nc(nn1)c1ccco1)/C(=N/OC)/C,8,115.9848,116.54,0,7.6136,18,7.19,comp444,10.3163,0
c1c(nc(nn1)c1ccco1)/C(=N/OC)/C,9,112.3454,112.6,0,6.3736,19,6.5,comp444,0.0,0
c1c(nc(nn1)c1ccco1)/C(=N/OC)/C,10,143.8955,146.15,1,7.3069,20,7.5,comp444,4.5602,1
c1ccc(o1)CP(=O)(OCC)OCC,1,139.1515,141.12,1,7.0084,15,7.22,comp465,0.0,1
c1ccc(o1)CP(=O)(OCC)OCC,2,111.9742,110.81,0,6.1799,16,6.32,comp465,1.5976,0
c1ccc(o1)CP(=O)(OCC)OCC,3,109.3854,107.69,0,6.1623,17,6.33,comp465,3.4956,0
n1c(cnc(c1)C(=O)OC)N1CCN([C@H](C1)CCC)C(=O)OC(C)(C)C,3,125.2936,132.31,1,7.7405,27,8.22,comp30,0.0,1
n1c(cnc(c1)C(=O)OC)N1CCN([C@H](C1)CCC)C(=O)OC(C)(C)C,6,145.1807,145.39,0,8.6329,28,8.8,comp30,31.2596,0
c1cc(cc(n1)OC)CCO,1,145.5987,146.3,0,7.8401,12,7.92,comp228,14.8418,0
c1cc(cc(n1)OC)CCO,2,118.859,118.17,1,6.9054,13,6.82,comp228,2.9879,1
c1cc(cc(n1)OC)CCO,4,109.0021,110.71,0,6.3292,14,6.84,comp228,0.0,0
c1cc(cc(c1OC)c1cnc(cn1)N)C(C)C,1,122.0769,116.82,0,6.8823,19,6.88,comp207,16.5282,0
c1cc(cc(c1OC)c1cnc(cn1)N)C(C)C,2,127.6865,128.18,0,6.8862,20,7.16,comp207,26.2813,0
c1cc(cc(c1OC)c1cnc(cn1)N)C(C)C,4,127.9745,128.33,0,7.7757,21,7.6,comp207,27.3581,0
c1cc(cc(c1OC)c1cnc(cn1)N)C(C)C,10,143.5102,142.07,0,8.8248,25,8.1,comp207,34.1648,0
c1cc(cc(c1OC)c1cnc(cn1)N)C(C)C,13,128.5657,130.21,1,7.7466,26,8.2,comp207,0.0,1
c1(cc(ccc1N)C(C(F)(F)F)(C(F)(F)F)F)SC(F)(F)F,2,138.7924,133.41,0,7.5939,23,7.63,comp578,39.1184,0
c1(cc(ccc1N)C(C(F)(F)F)(C(F)(F)F)F)SC(F)(F)F,4,131.0124,129.92,0,7.3712,24,7.6,comp578,35.8496,0
c1(cc(ccc1N)C(C(F)(F)F)(C(F)(F)F)F)SC(F)(F)F,5,112.78399999999999,116.39,1,6.4595,25,7.05,comp578,0.0,1
c12c(cco1)n(c(c2)C(=O)OC)C(=O)OC(C)(C)C,3,102.0557,99.81,0,6.5482,20,6.82,comp472,0.0,0
c12c(cco1)n(c(c2)C(=O)OC)C(=O)OC(C)(C)C,4,146.6051,148.61,1,7.1466,21,7.66,comp472,0.6128,1
c12c(cco1)n(c(c2)C(=O)OC)C(=O)OC(C)(C)C,8,105.7157,102.71,0,6.5703,22,7.05,comp472,5.8185,0
c12c(nsn1)c(ccc2c1ccco1)c1occc1,7,122.2854,124.56,0,7.9545,20,7.79,comp446,8.9333,0
c12c(nsn1)c(ccc2c1ccco1)c1occc1,8,122.2854,124.56,0,7.9545,21,7.79,comp446,8.9333,0
c12c(nsn1)c(ccc2c1ccco1)c1occc1,11,113.8313,111.97,0,7.8014,22,7.48,comp446,5.6636,0
c12c(nsn1)c(ccc2c1ccco1)c1occc1,12,112.8788,112.97,0,6.3993,23,6.51,comp446,0.0,0
c12c(nsn1)c(ccc2c1ccco1)c1occc1,13,140.6678,144.82,1,7.2554,24,7.51,comp446,2.3975,1
c12c(nsn1)c(ccc2c1ccco1)c1occc1,17,140.6678,144.82,1,7.2554,25,7.51,comp446,2.3976,1
c12c(nsn1)c(ccc2c1ccco1)c1occc1,18,112.8788,112.97,0,6.3993,26,6.51,comp446,0.0,0
c12c(nsn1)c(ccc2c1ccco1)c1occc1,19,113.8312,111.97,0,7.8014,27,7.48,comp446,5.6636,0
c1cnc2c(n1)oc(c2)c1ccc(cc1)C,1,135.941,141.07,0,7.8425,17,8.2,comp487,30.0,0
c1cnc2c(n1)oc(c2)c1ccc(cc1)C,2,140.9244,142.72,0,8.1736,18,8.18,comp487,18.4199,0
c1cnc2c(n1)oc(c2)c1ccc(cc1)C,9,100.1978,100.08,1,6.9038,19,7.43,comp487,0.0,1
c1cnc2c(n1)oc(c2)c1ccc(cc1)C,11,125.1139,125.62,0,8.0132,20,7.61,comp487,12.8387,0
c1cnc2c(n1)oc(c2)c1ccc(cc1)C,12,128.9058,129.41,0,7.1365,21,7.26,comp487,8.8141,0
c1cnc2c(n1)oc(c2)c1ccc(cc1)C,14,128.7111,129.35,0,7.1918,22,7.34,comp487,8.7788,0
c1cnc2c(n1)oc(c2)c1ccc(cc1)C,15,124.6971,125.4,0,7.6522,23,7.89,comp487,12.9584,0
c1c(ccnc1NN(=O)=O)C,1,113.4603,113.1,0,7.778,12,8.96,comp225,0.8341,0
c1c(ccnc1NN(=O)=O)C,3,120.57600000000001,120.84,1,6.7572,13,7.05,comp225,0.0,1
c1c(ccnc1NN(=O)=O)C,4,146.6955,147.45,0,7.9117,14,7.91,comp225,12.1739,0
c1ccc(nc1N)OC,1,95.5896,104.1,1,5.686,10,6.69,comp235,0.0,1
c1ccc(nc1N)OC,2,138.6098,139.74,0,7.0088,11,7.39,comp235,39.3334,0
c1ccc(nc1N)OC,3,98.5689,100.64,1,5.9307,12,6.4,comp235,0.1912,1
c1(ccc2c(c1C)C(=O)C(=O)N2C)/C=C/C(=O)OCC,2,133.7979,135.62,1,7.5465,21,7.53,comp533,22.2629,1
c1(ccc2c(c1C)C(=O)C(=O)N2C)/C=C/C(=O)OCC,3,104.6334,110.0,0,6.2969,22,7.14,comp533,0.0,1
c1cc(oc1)CCCN1C(=O)C[C@@H](C1=O)O,1,110.5196,110.58,0,6.1629,17,6.29,comp453,2.2725,0
c1cc(oc1)CCCN1C(=O)C[C@@H](C1=O)O,2,110.4005,106.0,0,6.7371,18,6.12,comp453,4.9939,0
c1cc(oc1)CCCN1C(=O)C[C@@H](C1=O)O,5,139.6697,141.43,1,7.0532,19,7.17,comp453,0.0,1
c1ncnc(c1)c1cc2c(nc1c1ccco1)[nH]c(=O)[nH]2,1,154.3273,157.59,0,8.1732,22,8.31,comp466,32.3669,0
c1ncnc(c1)c1cc2c(nc1c1ccco1)[nH]c(=O)[nH]2,3,158.959,156.98,0,8.916,23,8.93,comp466,34.3649,0
c1ncnc(c1)c1cc2c(nc1c1ccco1)[nH]c(=O)[nH]2,6,120.7352,119.52,0,6.3463,24,7.51,comp466,19.0798,0
c1ncnc(c1)c1cc2c(nc1c1ccco1)[nH]c(=O)[nH]2,8,116.0509,119.0,0,7.5007,25,7.99,comp466,10.5815,0
c1ncnc(c1)c1cc2c(nc1c1ccco1)[nH]c(=O)[nH]2,14,111.3509,109.33,0,6.7684,26,7.1,comp466,7.9136,0
c1ncnc(c1)c1cc2c(nc1c1ccco1)[nH]c(=O)[nH]2,15,112.4092,112.11,0,6.3666,27,6.38,comp466,0.0,0
c1ncnc(c1)c1cc2c(nc1c1ccco1)[nH]c(=O)[nH]2,16,140.3118,143.96,1,6.8801,28,7.46,comp466,3.4447,1
c1c(n(cc1)C1COC1)C=O,1,123.2876,122.55,0,6.6595,12,6.87,comp402,3.4388,0
c1c(n(cc1)C1COC1)C=O,4,124.9425,126.61,0,6.5036,13,7.09,comp402,3.5873,0
c1c(n(cc1)C1COC1)C=O,5,109.3039,110.8,1,6.0627,14,6.53,comp402,0.0,1
c1(ccn(n1)C)C(F)F,2,102.8784,102.25,1,6.2934,10,6.81,comp397,0.0,1
c1(ccn(n1)C)C(F)F,3,129.0636,129.33,0,6.8654,11,7.53,comp397,6.3921,0
c1cc(c(nc1)OC)OCC,1,114.3819,116.88,1,6.4559,12,6.83,comp253,0.0,1
c1cc(c(nc1)OC)OCC,2,112.7347,125.9,0,6.459,13,7.05,comp253,6.3079,0
c1cc(c(nc1)OC)OCC,6,136.2508,136.97,0,7.4607,14,7.77,comp253,3.9109,0
c1(cn(cn1)C1COC1)C(=O)OCC,2,124.6642,123.94,0,7.1492,15,7.37,comp401,0.0,1
c1(cn(cn1)C1COC1)C(=O)OCC,4,131.1348,136.65,1,7.644,16,7.43,comp401,1.8974,1
c1c(nn(c2nc3c(s2)cccc3)c1c1ccc(cc1)F)C(C)C,1,110.1126,103.69,1,6.0482,25,6.4,comp53,0.0,1
c1c(nn(c2nc3c(s2)cccc3)c1c1ccc(cc1)F)C(C)C,10,119.7747,121.66,0,7.4869,26,7.55,comp53,14.5281,0
c1c(nn(c2nc3c(s2)cccc3)c1c1ccc(cc1)F)C(C)C,11,123.0926,122.54,0,7.0413,27,6.84,comp53,14.7878,0
c1c(nn(c2nc3c(s2)cccc3)c1c1ccc(cc1)F)C(C)C,12,124.7816,125.99,0,7.0924,28,7.29,comp53,14.7963,0
c1c(nn(c2nc3c(s2)cccc3)c1c1ccc(cc1)F)C(C)C,13,122.5686,118.61,0,7.4004,29,7.52,comp53,14.2568,0
c1c(nn(c2nc3c(s2)cccc3)c1c1ccc(cc1)F)C(C)C,16,133.988,130.95,0,7.6162,30,7.2,comp53,17.2356,0
c1c(nn(c2nc3c(s2)cccc3)c1c1ccc(cc1)F)C(C)C,17,113.8632,115.06,0,6.9219,31,6.95,comp53,11.8424,0
c1c(nn(c2nc3c(s2)cccc3)c1c1ccc(cc1)F)C(C)C,19,113.7574,115.52,0,6.9107,32,6.92,comp53,12.0842,0
c1c(nn(c2nc3c(s2)cccc3)c1c1ccc(cc1)F)C(C)C,20,129.792,130.61,0,7.2317,33,6.88,comp53,17.2356,0
c1c(ccc(c1)n1c(c(nn1)c1ccco1)C)OC,1,116.5243,115.16,0,6.9327,20,7.05,comp441,6.4471,0
c1c(ccc(c1)n1c(c(nn1)c1ccco1)C)OC,3,108.2342,111.69,0,6.662000000000001,21,6.86,comp441,7.6171,0
c1c(ccc(c1)n1c(c(nn1)c1ccco1)C)OC,4,126.5054,126.29,0,7.7127,22,7.81,comp441,24.0788,0
c1c(ccc(c1)n1c(c(nn1)c1ccco1)C)OC,6,123.4037,126.08,0,7.0735,23,7.53,comp441,24.3754,0
c1c(ccc(c1)n1c(c(nn1)c1ccco1)C)OC,13,106.2077,110.0,0,6.9287,24,6.91,comp441,3.3092,0
c1c(ccc(c1)n1c(c(nn1)c1ccco1)C)OC,14,111.6401,111.39,0,6.3015,25,6.38,comp441,1.1229,0
